公司代码 	公司简称 	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	
600992	  贵绳股份	  600992	  贵绳股份	  2004-05-14	  24509.00	  24509.00	  
600993	  马应龙	  600993	  马应龙	  2004-05-17	  43105.39	  43023.63	  
600995	  文山电力	  600995	  文山电力	  2004-06-15	  47852.64	  47852.64	  
600996	  贵广网络	  600996	  贵广网络	  -	  104256.84	  21000.00	  
600997	  开滦股份	  600997	  开滦股份	  2004-06-02	  158779.99	  123464.00	  
600998	  九州通	  600998	  九州通	  2010-11-02	  169565.85	  164577.73	  
600999	  招商证券	  600999	  招商证券	  2009-11-17	  669940.93	  588410.07	  
601000	  唐山港	  601000	  唐山港	  2010-07-05	  455840.66	  401588.49	  
601001	  大同煤业	  601001	  大同煤业	  2006-06-23	  167370.00	  167370.00	  
601002	  晋亿实业	  601002	  晋亿实业	  2007-01-26	  79269.00	  79269.00	  
601003	  柳钢股份	  601003	  柳钢股份	  2007-02-27	  256279.32	  256279.32	  
601005	  *ST重钢	  601005	  *ST重钢	  2007-02-28	  443602.26	  443602.26	  
601006	  大秦铁路	  601006	  大秦铁路	  2006-08-01	  1486679.15	  1486679.15	  
601007	  金陵饭店	  601007	  金陵饭店	  2007-04-06	  30000.00	  30000.00	  
601008	  连云港	  601008	  连云港	  2007-04-26	  101521.51	  101521.51	  
601009	  南京银行	  601009	  南京银行	  2007-07-19	  848220.79	  806950.32	  
601010	  文峰股份	  601010	  文峰股份	  2011-06-03	  184800.00	  184800.00	  
601011	  宝泰隆	  601011	  宝泰隆	  2011-03-09	  159138.06	  130874.56	  
601012	  隆基股份	  601012	  隆基股份	  2012-04-11	  199589.08	  196624.32	  
601015	  陕西黑猫	  601015	  陕西黑猫	  2014-11-05	  125368.42	  44400.00	  
601016	  节能风电	  601016	  节能风电	  2014-09-29	  415556.00	  415556.00	  
601018	  宁波港	  601018	  宁波港	  2010-09-28	  1317284.78	  1280000.00	  
601020	  华钰矿业	  601020	  华钰矿业	  2016-03-16	  52591.63	  28264.67	  
601021	  春秋航空	  601021	  春秋航空	  2015-01-21	  80058.00	  20000.00	  
601028	  玉龙股份	  601028	  玉龙股份	  2011-11-07	  78302.58	  78302.58	  
601038	  一拖股份	  601038	  一拖股份	  2012-08-08	  98585.00	  98585.00	  
601058	  赛轮金宇	  601058	  赛轮金宇	  2011-06-30	  229393.72	  226051.92	  
601069	  西部黄金	  601069	  西部黄金	  2015-01-22	  63600.00	  18975.00	  
601086	  国芳集团	  601086	  国芳集团	  2017-09-29	  66600.00	  16000.00	  
601088	  中国神华	  601088	  中国神华	  2007-10-09	  1988962.05	  1988962.05	  
601098	  中南传媒	  601098	  中南传媒	  2010-10-28	  179600.00	  179600.00	  
601099	  太平洋	  601099	  太平洋	  2007-12-28	  681631.64	  647881.64	  
601100	  恒立液压	  601100	  恒立液压	  2011-10-28	  63000.00	  63000.00	  
601101	  昊华能源	  601101	  昊华能源	  2010-03-31	  119999.83	  119999.83	  
601106	  *ST一重	  601106	  *ST一重	  2010-02-09	  685778.29	  653800.00	  
601107	  四川成渝	  601107	  四川成渝	  2009-07-27	  305806.00	  305806.00	  
601108	  财通证券	  601108	  财通证券	  2017-10-24	  358900.00	  35900.00	  
601111	  中国国航	  601111	  中国国航	  2006-08-18	  1452481.52	  1308475.10	  
601113	  华鼎股份	  601113	  华鼎股份	  2011-05-09	  83305.00	  64000.00	  
601116	  三江购物	  601116	  三江购物	  2011-03-02	  41075.88	  41075.88	  
601117	  中国化学	  601117	  中国化学	  2010-01-07	  493300.00	  493300.00	  
601118	  海南橡胶	  601118	  海南橡胶	  2011-01-07	  393117.16	  393117.16	  
601126	  四方股份	  601126	  四方股份	  2010-12-31	  81317.20	  81317.20	  
601127	  小康股份	  601127	  小康股份	  2016-06-15	  90920.00	  18000.00	  
601128	  常熟银行	  601128	  常熟银行	  2016-09-30	  222272.80	  99034.75	  
601137	  博威合金	  601137	  博威合金	  2011-01-27	  62721.97	  56392.86	  
601139	  深圳燃气	  601139	  深圳燃气	  2009-12-25	  221409.22	  218415.82	  
601155	  新城控股	  601155	  新城控股	  2015-12-04	  225848.42	  70468.42	  
601158	  重庆水务	  601158	  重庆水务	  2010-03-29	  480000.00	  480000.00	  
601163	  三角轮胎	  601163	  三角轮胎	  2016-09-09	  80000.00	  28044.28	  
601166	  兴业银行	  601166	  兴业银行	  2007-02-05	  2077419.08	  1905233.68	  
601168	  西部矿业	  601168	  西部矿业	  2007-07-12	  238300.00	  238300.00	  
601169	  北京银行	  601169	  北京银行	  2007-09-19	  1824801.08	  1824801.08	  
601177	  杭齿前进	  601177	  杭齿前进	  2010-10-11	  40006.00	  40006.00	  
601179	  中国西电	  601179	  中国西电	  2010-01-28	  512588.24	  512588.24	  
601186	  中国铁建	  601186	  中国铁建	  2008-03-10	  1357954.15	  1357954.15	  
601188	  龙江交通	  601188	  龙江交通	  2010-03-19	  131587.86	  131587.86	  
601198	  东兴证券	  601198	  东兴证券	  2015-02-26	  275796.07	  125796.07	  
601199	  江南水务	  601199	  江南水务	  2011-03-17	  93520.65	  93520.65	  
601200	  上海环境	  601200	  上海环境	  2017-03-31	  70254.39	  67233.13	  
601208	  东材科技	  601208	  东材科技	  2011-05-20	  62660.10	  62660.10	  
601211	  国泰君安	  601211	  国泰君安	  2015-06-26	  871393.38	  593051.75	  
601212	  白银有色	  601212	  白银有色	  2017-02-15	  697296.59	  69800.00	  
601216	  君正集团	  601216	  君正集团	  2011-02-22	  843801.74	  843801.74	  
601218	  吉鑫科技	  601218	  吉鑫科技	  2011-05-06	  99176.00	  99176.00	  
601222	  林洋能源	  601222	  林洋能源	  2011-08-08	  176409.18	  174253.18	  
601225	  陕西煤业	  601225	  陕西煤业	  2014-01-28	  1000000.00	  1000000.00	  
601226	  华电重工	  601226	  华电重工	  2014-12-11	  115500.00	  40500.00	  
601228	  广州港	  601228	  广州港	  2017-03-29	  619318.00	  69868.00	  
601229	  上海银行	  601229	  上海银行	  2016-11-16	  780578.50	  78058.50	  
601231	  环旭电子	  601231	  环旭电子	  2012-02-20	  217592.36	  217592.36	  
601233	  桐昆股份	  601233	  桐昆股份	  2011-05-18	  123193.63	  120510.27	  
601238	  广汽集团	  601238	  广汽集团	  2012-03-29	  650829.78	  650829.78	  
601258	  庞大集团	  601258	  庞大集团	  2011-04-28	  667466.34	  653847.84	  
601288	  农业银行	  601288	  农业银行	  2010-07-15	  32479411.70	  32479411.70	  
601311	  骆驼股份	  601311	  骆驼股份	  2011-06-02	  84839.58	  84839.58	  
601313	  江南嘉捷	  601313	  江南嘉捷	  2012-01-16	  39718.24	  39718.24	  
601318	  中国平安	  601318	  中国平安	  2007-03-01	  1828024.14	  1828024.14	  
601326	  秦港股份	  601326	  秦港股份	  2017-08-16	  558741.20	  138785.30	  
601328	  交通银行	  601328	  交通银行	  2007-05-15	  7426272.66	  7426272.66	  
601333	  广深铁路	  601333	  广深铁路	  2006-12-22	  708353.70	  708353.70	  
601336	  新华保险	  601336	  新华保险	  2011-12-16	  311954.66	  311954.66	  
601339	  百隆东方	  601339	  百隆东方	  2012-06-12	  150000.00	  150000.00	  
601366	  利群股份	  601366	  利群股份	  2017-04-12	  86050.05	  17600.00	  
601368	  绿城水务	  601368	  绿城水务	  2015-06-12	  73581.09	  29420.27	  
601369	  陕鼓动力	  601369	  陕鼓动力	  2010-04-28	  163877.02	  163877.02	  
601375	  中原证券	  601375	  中原证券	  2017-01-03	  392373.47	  195001.15	  
601377	  兴业证券	  601377	  兴业证券	  2010-10-13	  669667.17	  669667.17	  
601388	  怡球资源	  601388	  怡球资源	  2012-04-23	  202540.00	  202540.00	  
601390	  中国中铁	  601390	  中国中铁	  2007-12-03	  2284430.15	  2253542.12	  
601398	  工商银行	  601398	  工商银行	  2006-10-27	  35640625.71	  35640625.71	  
601500	  通用股份	  601500	  通用股份	  2016-09-19	  72691.91	  17491.91	  
601515	  东风股份	  601515	  东风股份	  2012-02-16	  111200.00	  111200.00	  
601518	  吉林高速	  601518	  吉林高速	  2010-03-19	  121320.00	  121320.00	  
601519	  *ST智慧	  601519	  *ST智慧	  2011-01-28	  198770.00	  198770.00	  
601555	  东吴证券	  601555	  东吴证券	  2011-12-12	  300000.00	  289100.00	  
601558	  *ST锐电	  601558	  *ST锐电	  2011-01-13	  603060.00	  566220.00	  
601566	  九牧王	  601566	  九牧王	  2011-05-30	  57463.72	  57463.72	  
601567	  三星医疗	  601567	  三星医疗	  2011-06-15	  141802.63	  123652.00	  
601579	  会稽山	  601579	  会稽山	  2014-08-25	  49736.00	  40000.00	  
601588	  北辰实业	  601588	  北辰实业	  2006-10-16	  336702.00	  336702.00	  
601595	  上海电影	  601595	  上海电影	  2016-08-17	  37350.00	  10604.53	  
601599	  鹿港文化	  601599	  鹿港文化	  2011-05-27	  89406.84	  85295.35	  
601600	  中国铝业	  601600	  中国铝业	  2007-04-30	  1490379.82	  1490379.82	  
601601	  中国太保	  601601	  中国太保	  2007-12-25	  906200.00	  906200.00	  
601607	  上海医药	  601607	  上海医药	  1994-03-24	  268891.05	  268882.89	  
601608	  中信重工	  601608	  中信重工	  2012-07-06	  433941.93	  427978.55	  
601611	  中国核建	  601611	  中国核建	  2016-06-06	  262500.00	  96180.00	  
601616	  广电电气	  601616	  广电电气	  2011-02-01	  93557.50	  93557.50	  
601618	  中国中冶	  601618	  中国中冶	  2009-09-21	  2072361.92	  1911000.00	  
601619	  嘉泽新能	  601619	  嘉泽新能	  2017-07-20	  193300.00	  19371.23	  
601628	  中国人寿	  601628	  中国人寿	  2007-01-09	  2826470.50	  2826470.50	  
601633	  长城汽车	  601633	  长城汽车	  2011-09-28	  912726.90	  912726.90	  
601636	  旗滨集团	  601636	  旗滨集团	  2011-08-12	  268046.79	  251296.58	  
601666	  平煤股份	  601666	  平煤股份	  2006-11-23	  236116.50	  236116.50	  
601668	  中国建筑	  601668	  中国建筑	  2009-07-29	  3000000.00	  2973170.33	  
601669	  中国电建	  601669	  中国电建	  2011-10-18	  1529903.50	  960000.00	  
601677	  明泰铝业	  601677	  明泰铝业	  2011-09-19	  51329.60	  47772.92	  
601678	  滨化股份	  601678	  滨化股份	  2010-02-23	  118800.00	  118800.00	  
601688	  华泰证券	  601688	  华泰证券	  2010-02-26	  716276.88	  716276.88	  
601689	  拓普集团	  601689	  拓普集团	  2015-03-19	  72757.78	  17070.00	  
601699	  潞安环能	  601699	  潞安环能	  2006-09-22	  299140.92	  299140.92	  
601700	  风范股份	  601700	  风范股份	  2011-01-18	  113323.20	  113323.20	  
601717	  郑煤机	  601717	  郑煤机	  2010-08-03	  173247.14	  162112.20	  
601718	  际华集团	  601718	  际华集团	  2010-08-16	  439162.94	  385700.00	  
601727	  上海电气	  601727	  上海电气	  2008-12-05	  1430908.04	  1282431.91	  
601766	  中国中车	  601766	  中国中车	  2008-08-18	  2869886.41	  2728875.83	  
601777	  力帆股份	  601777	  力帆股份	  2010-11-25	  130683.94	  123663.34	  
601788	  光大证券	  601788	  光大证券	  2009-08-18	  461078.76	  461078.76	  
601789	  宁波建工	  601789	  宁波建工	  2011-08-16	  97608.00	  97608.00	  
601798	  蓝科高新	  601798	  蓝科高新	  2011-06-22	  35452.82	  35452.82	  
601799	  星宇股份	  601799	  星宇股份	  2011-02-01	  27615.52	  27615.52	  
601800	  中国交建	  601800	  中国交建	  2012-03-09	  1617473.54	  1617473.54	  
601801	  皖新传媒	  601801	  皖新传媒	  2010-01-18	  198920.47	  198920.47	  
601808	  中海油服	  601808	  中海油服	  2007-09-28	  477159.20	  477159.20	  
601811	  新华文轩	  601811	  新华文轩	  2016-08-08	  123384.10	  64103.15	  
601818	  光大银行	  601818	  光大银行	  2010-08-18	  4667911.85	  4667911.85	  
601857	  中国石油	  601857	  中国石油	  2007-11-05	  18302097.78	  18302097.78	  
601858	  中国科传	  601858	  中国科传	  2017-01-18	  79050.00	  13050.00	  
601866	  中远海发	  601866	  中远海发	  2007-12-12	  1168312.50	  1168312.50	  
601872	  招商轮船	  601872	  招商轮船	  2006-12-01	  529945.81	  472092.18	  
601877	  正泰电器	  601877	  正泰电器	  2010-01-21	  215113.56	  132397.91	  
601878	  浙商证券	  601878	  浙商证券	  2017-06-26	  333333.34	  33333.34	  
601880	  大连港	  601880	  大连港	  2010-12-06	  1289453.60	  1289453.60	  
601881	  中国银河	  601881	  中国银河	  2017-01-23	  1013725.88	  429098.46	  
601882	  海天精工	  601882	  海天精工	  2016-11-07	  52200.00	  5220.00	  
601886	  江河集团	  601886	  江河集团	  2011-08-18	  115405.00	  115405.00	  
601888	  中国国旅	  601888	  中国国旅	  2009-10-15	  195247.55	  195247.55	  
601890	  亚星锚链	  601890	  亚星锚链	  2010-12-28	  95940.00	  95940.00	  
601898	  中煤能源	  601898	  中煤能源	  2008-02-01	  1325866.34	  1325866.34	  
601899	  紫金矿业	  601899	  紫金矿业	  2008-04-25	  2303121.89	  2154074.37	  
601900	  南方传媒	  601900	  南方传媒	  2016-02-15	  89587.66	  17560.00	  
601901	  方正证券	  601901	  方正证券	  2011-08-10	  823210.14	  823210.14	  
601908	  京运通	  601908	  京运通	  2011-09-08	  199529.77	  199301.77	  
601918	  新集能源	  601918	  新集能源	  2007-12-19	  259054.18	  259054.18	  
601919	  中远海控	  601919	  中远海控	  2007-06-26	  1021627.44	  1021627.44	  
601928	  凤凰传媒	  601928	  凤凰传媒	  2011-11-30	  254490.00	  254490.00	  
601929	  吉视传媒	  601929	  吉视传媒	  2012-02-23	  311080.12	  311080.12	  
601933	  永辉超市	  601933	  永辉超市	  2010-12-15	  957046.21	  650887.13	  
601939	  建设银行	  601939	  建设银行	  2007-09-25	  25001097.75	  25001097.75	  
601949	  中国出版	  601949	  中国出版	  2017-08-21	  182250.00	  36450.00	  
601952	  苏垦农发	  601952	  苏垦农发	  2017-05-15	  106000.00	  26000.00	  
601958	  金钼股份	  601958	  金钼股份	  2008-04-17	  322660.44	  322660.44	  
601965	  中国汽研	  601965	  中国汽研	  2012-06-11	  96117.99	  96117.99	  
601966	  玲珑轮胎	  601966	  玲珑轮胎	  2016-07-06	  120000.00	  39440.00	  
601968	  宝钢包装	  601968	  宝钢包装	  2015-06-11	  83333.33	  31333.33	  
601969	  海南矿业	  601969	  海南矿业	  2014-12-09	  195472.03	  85867.00	  
601985	  中国核电	  601985	  中国核电	  2015-06-10	  1556543.00	  424125.00	  
601988	  中国银行	  601988	  中国银行	  2006-07-05	  29438779.12	  29438779.12	  
601989	  中国重工	  601989	  中国重工	  2009-12-16	  1907989.71	  1836166.51	  
601991	  大唐发电	  601991	  大唐发电	  2006-12-20	  1331003.76	  1331003.76	  
601992	  金隅股份	  601992	  金隅股份	  2011-03-01	  1067777.11	  1048400.39	  
601996	  丰林集团	  601996	  丰林集团	  2011-09-29	  95818.40	  93782.40	  
601997	  贵阳银行	  601997	  贵阳银行	  2016-08-16	  229859.19	  120763.09	  
601998	  中信银行	  601998	  中信银行	  2007-04-27	  4893479.66	  4678732.70	  
601999	  出版传媒	  601999	  出版传媒	  2007-12-21	  55091.47	  55091.47	  
603000	  人民网	  603000	  人民网	  2012-04-27	  110569.11	  110569.11	  
603001	  奥康国际	  603001	  奥康国际	  2012-04-26	  40098.00	  40098.00	  
603002	  宏昌电子	  603002	  宏昌电子	  2012-05-18	  61441.17	  60558.47	  
603003	  龙宇燃油	  603003	  龙宇燃油	  2012-08-17	  44111.46	  44111.46	  
603005	  晶方科技	  603005	  晶方科技	  2014-02-10	  23270.70	  17164.87	  
603006	  联明股份	  603006	  联明股份	  2014-06-30	  19283.56	  7003.38	  
603007	  花王股份	  603007	  花王股份	  2016-08-26	  33337.50	  19436.20	  
603008	  喜临门	  603008	  喜临门	  2012-07-17	  39425.78	  31500.00	  
603009	  北特科技	  603009	  北特科技	  2014-07-18	  32815.39	  32066.51	  
603010	  万盛股份	  603010	  万盛股份	  2014-10-10	  25439.20	  22000.00	  
603011	  合锻智能	  603011	  合锻智能	  2014-11-07	  44619.88	  26139.88	  
603012	  创力集团	  603012	  创力集团	  2015-03-20	  63656.00	  42383.41	  
603015	  弘讯科技	  603015	  弘讯科技	  2015-03-03	  40587.00	  16020.00	  
603016	  新宏泰	  603016	  新宏泰	  2016-07-01	  14896.00	  7046.00	  
603017	  中衡设计	  603017	  中衡设计	  2014-12-31	  27537.37	  15281.13	  
603018	  中设集团	  603018	  中设集团	  2014-10-13	  21151.76	  20800.00	  
603019	  中科曙光	  603019	  中科曙光	  2014-11-06	  64302.40	  40175.48	  
603020	  爱普股份	  603020	  爱普股份	  2015-03-25	  32000.00	  19346.00	  
603021	  山东华鹏	  603021	  山东华鹏	  2015-04-23	  31994.81	  20783.19	  
603022	  新通联	  603022	  新通联	  2015-05-18	  20000.00	  6500.00	  
603023	  威帝股份	  603023	  威帝股份	  2015-05-27	  36000.00	  12701.70	  
603025	  大豪科技	  603025	  大豪科技	  2015-04-22	  45062.49	  5100.00	  
603026	  石大胜华	  603026	  石大胜华	  2015-05-29	  20268.00	  14042.76	  
603027	  千禾味业	  603027	  千禾味业	  2016-03-07	  32000.00	  13319.03	  
603028	  赛福天	  603028	  赛福天	  2016-03-31	  22080.00	  11556.87	  
603029	  天鹅股份	  603029	  天鹅股份	  2016-04-27	  9334.00	  3652.55	  
603030	  全筑股份	  603030	  全筑股份	  2015-03-20	  53865.93	  24514.93	  
603031	  安德利	  603031	  安德利	  2016-08-22	  8000.00	  3990.14	  
603032	  德新交运	  603032	  德新交运	  2017-01-05	  13334.00	  3334.00	  
603033	  三维股份	  603033	  三维股份	  2016-12-07	  12698.00	  3178.00	  
603035	  常熟汽饰	  603035	  常熟汽饰	  2017-01-05	  28000.00	  7000.00	  
603036	  如通股份	  603036	  如通股份	  2016-12-09	  20336.00	  5084.00	  
603037	  凯众股份	  603037	  凯众股份	  2017-01-20	  10400.00	  2600.00	  
603038	  华立股份	  603038	  华立股份	  2017-01-16	  6670.00	  1670.00	  
603039	  泛微网络	  603039	  泛微网络	  2017-01-13	  6667.00	  1667.00	  
603040	  新坐标	  603040	  新坐标	  2017-02-09	  6107.93	  1500.00	  
603041	  美思德	  603041	  美思德	  2017-03-30	  10000.00	  2500.00	  
603042	  华脉科技	  603042	  华脉科技	  2017-06-02	  13600.00	  3400.00	  
603043	  广州酒家	  603043	  广州酒家	  2017-06-27	  40399.62	  5000.00	  
603050	  科林电气	  603050	  科林电气	  2017-04-14	  16000.80	  4000.80	  
603055	  台华新材	  603055	  台华新材	  2017-09-21	  54760.00	  6760.00	  
603058	  永吉股份	  603058	  永吉股份	  2016-12-23	  42156.00	  4216.00	  
603060	  国检集团	  603060	  国检集团	  2016-11-09	  22000.00	  5500.00	  
603063	  禾望电气	  603063	  禾望电气	  2017-07-28	  42000.00	  6000.00	  
603066	  音飞储存	  603066	  音飞储存	  2015-06-11	  30236.64	  13757.79	  
603067	  振华股份	  603067	  振华股份	  2016-09-13	  22000.00	  11114.95	  
603069	  海汽集团	  603069	  海汽集团	  2016-07-12	  31600.00	  17380.00	  
603077	  和邦生物	  603077	  和邦生物	  2012-07-31	  883125.02	  883125.02	  
603078	  江化微	  603078	  江化微	  2017-04-10	  6000.00	  1500.00	  
603079	  圣达生物	  603079	  圣达生物	  2017-08-23	  8000.00	  2000.00	  
603081	  大丰实业	  603081	  大丰实业	  2017-04-20	  40180.00	  5180.00	  
603085	  天成自控	  603085	  天成自控	  2015-06-30	  22383.55	  7895.19	  
603086	  先达股份	  603086	  先达股份	  2017-05-11	  8000.00	  2000.00	  
603088	  宁波精达	  603088	  宁波精达	  2014-11-11	  8000.00	  2500.00	  
603089	  正裕工业	  603089	  正裕工业	  2017-01-26	  10667.00	  2667.00	  
603090	  宏盛股份	  603090	  宏盛股份	  2016-08-31	  10000.00	  4068.13	  
603096	  新经典	  603096	  新经典	  2017-04-25	  13466.00	  3336.00	  
603098	  森特股份	  603098	  森特股份	  2016-12-16	  40001.00	  6251.00	  
603099	  长白山	  603099	  长白山	  2014-08-22	  26667.00	  26667.00	  
603100	  川仪股份	  603100	  川仪股份	  2014-08-05	  39500.00	  25862.51	  
603101	  汇嘉时代	  603101	  汇嘉时代	  2016-05-06	  24000.00	  7200.00	  
603103	  横店影视	  603103	  横店影视	  2017-10-12	  45300.00	  5300.00	  
603106	  恒银金融	  603106	  恒银金融	  2017-09-20	  28000.00	  7000.00	  
603108	  润达医疗	  603108	  润达医疗	  2015-05-27	  57953.41	  22185.97	  
603110	  东方材料	  603110	  东方材料	  2017-10-13	  10266.67	  2566.67	  
603111	  康尼机电	  603111	  康尼机电	  2014-08-01	  73838.33	  47970.04	  
603113	  金能科技	  603113	  金能科技	  2017-05-11	  67593.95	  7730.00	  
603116	  红蜻蜓	  603116	  红蜻蜓	  2015-06-29	  41720.00	  18070.57	  
603117	  万林股份	  603117	  万林股份	  2015-06-29	  46232.09	  28174.38	  
603118	  共进股份	  603118	  共进股份	  2015-02-25	  78295.48	  37150.12	  
603123	  翠微股份	  603123	  翠微股份	  2012-05-03	  52414.42	  36839.49	  
603126	  中材节能	  603126	  中材节能	  2014-07-31	  61050.00	  61050.00	  
603127	  昭衍新药	  603127	  昭衍新药	  2017-08-25	  8180.00	  2050.00	  
603128	  华贸物流	  603128	  华贸物流	  2012-05-29	  100541.52	  91108.17	  
603129	  春风动力	  603129	  春风动力	  2017-08-18	  13333.34	  3333.34	  
603131	  上海沪工	  603131	  上海沪工	  2016-06-07	  20000.00	  5000.00	  
603133	  碳元科技	  603133	  碳元科技	  2017-03-20	  20800.00	  5200.00	  
603136	  天目湖	  603136	  天目湖	  2017-09-27	  8000.00	  2000.00	  
603138	  海量数据	  603138	  海量数据	  2017-03-06	  10660.00	  2665.00	  
603139	  康惠制药	  603139	  康惠制药	  2017-04-21	  9988.00	  2497.00	  
603157	  拉夏贝尔	  603157	  拉夏贝尔	  2017-09-25	  54767.16	  26955.98	  
603158	  腾龙股份	  603158	  腾龙股份	  2015-03-20	  21881.10	  10334.24	  
603159	  上海亚虹	  603159	  上海亚虹	  2016-08-12	  10000.00	  2500.00	  
603160	  汇顶科技	  603160	  汇顶科技	  2016-10-17	  45425.83	  22964.40	  
603165	  荣晟环保	  603165	  荣晟环保	  2017-01-17	  12668.00	  3168.00	  
603166	  福达股份	  603166	  福达股份	  2014-11-27	  59201.87	  14986.79	  
603167	  渤海轮渡	  603167	  渤海轮渡	  2012-09-06	  48140.00	  48140.00	  
603168	  莎普爱思	  603168	  莎普爱思	  2014-07-02	  24814.81	  22872.50	  
603169	  兰石重装	  603169	  兰石重装	  2014-10-09	  102541.56	  102541.56	  
603177	  德创环保	  603177	  德创环保	  2017-02-07	  20200.00	  5050.00	  
603178	  圣龙股份	  603178	  圣龙股份	  2017-03-28	  20000.00	  5000.00	  
603179	  新泉股份	  603179	  新泉股份	  2017-03-17	  15940.00	  3985.00	  
603180	  金牌厨柜	  603180	  金牌厨柜	  2017-05-12	  6700.00	  1700.00	  
603181	  皇马科技	  603181	  皇马科技	  2017-08-24	  20000.00	  5000.00	  
603183	  建研院	  603183	  建研院	  2017-09-05	  8800.00	  2200.00	  
603186	  华正新材	  603186	  华正新材	  2017-01-03	  12935.00	  3235.00	  
603188	  亚邦股份	  603188	  亚邦股份	  2014-09-09	  57600.00	  57600.00	  
603189	  网达软件	  603189	  网达软件	  2016-09-14	  22080.00	  11010.00	  
603196	  日播时尚	  603196	  日播时尚	  2017-05-31	  24000.00	  6000.00	  
603197	  保隆科技	  603197	  保隆科技	  2017-05-19	  11710.08	  2928.00	  
603198	  迎驾贡酒	  603198	  迎驾贡酒	  2015-05-28	  80000.00	  16640.00	  
603199	  九华旅游	  603199	  九华旅游	  2015-03-26	  11068.00	  7294.43	  
603200	  上海洗霸	  603200	  上海洗霸	  2017-06-01	  7372.00	  1843.00	  
603203	  快克股份	  603203	  快克股份	  2016-11-08	  11960.00	  2990.00	  
603208	  江山欧派	  603208	  江山欧派	  2017-02-10	  8081.61	  2021.00	  
603218	  日月股份	  603218	  日月股份	  2016-12-28	  40100.00	  4100.00	  
603222	  济民制药	  603222	  济民制药	  2015-02-17	  32000.00	  11294.00	  
603223	  恒通股份	  603223	  恒通股份	  2015-06-30	  12000.00	  7900.00	  
603225	  新凤鸣	  603225	  新凤鸣	  2017-04-18	  60200.00	  7730.00	  
603226	  菲林格尔	  603226	  菲林格尔	  2017-06-15	  8960.80	  2167.00	  
603227	  雪峰科技	  603227	  雪峰科技	  2015-05-15	  65870.00	  42154.00	  
603228	  景旺电子	  603228	  景旺电子	  2017-01-06	  40800.00	  4800.00	  
603229	  奥翔药业	  603229	  奥翔药业	  2017-05-09	  16000.00	  4000.00	  
603232	  格尔软件	  603232	  格尔软件	  2017-04-21	  6100.00	  1525.00	  
603233	  大参林	  603233	  大参林	  2017-07-31	  40001.00	  4001.00	  
603238	  诺邦股份	  603238	  诺邦股份	  2017-02-22	  12000.00	  3000.00	  
603239	  浙江仙通	  603239	  浙江仙通	  2016-12-30	  27072.00	  6768.00	  
603258	  电魂网络	  603258	  电魂网络	  2016-10-26	  24000.00	  6678.60	  
603260	  合盛硅业	  603260	  合盛硅业	  2017-10-30	  67000.00	  7000.00	  
603266	  天龙股份	  603266	  天龙股份	  2017-01-10	  10000.00	  2500.00	  
603268	  松发股份	  603268	  松发股份	  2015-03-19	  8938.40	  4114.00	  
603269	  海鸥股份	  603269	  海鸥股份	  2017-05-17	  9147.00	  2287.00	  
603277	  银都股份	  603277	  银都股份	  2017-09-11	  40080.00	  6600.00	  
603286	  日盈电子	  603286	  日盈电子	  2017-06-27	  8807.60	  2201.90	  
603288	  海天味业	  603288	  海天味业	  2014-02-11	  270120.67	  269688.67	  
603289	  泰瑞机器	  603289	  泰瑞机器	  2017-10-31	  20400.00	  5100.00	  
603298	  杭叉集团	  603298	  杭叉集团	  2016-12-27	  61885.42	  8666.00	  
603299	  井神股份	  603299	  井神股份	  2015-12-31	  55944.00	  27930.09	  
603300	  华铁科技	  603300	  华铁科技	  2015-05-29	  40534.00	  27811.40	  
603303	  得邦照明	  603303	  得邦照明	  2017-03-30	  40800.00	  10200.00	  
603305	  旭升股份	  603305	  旭升股份	  2017-07-10	  40060.00	  4160.00	  
603306	  华懋科技	  603306	  华懋科技	  2014-09-26	  23616.90	  21156.00	  
603308	  应流股份	  603308	  应流股份	  2014-01-22	  43375.43	  40001.00	  
603309	  维力医疗	  603309	  维力医疗	  2015-03-02	  20000.00	  7700.00	  
603311	  金海环境	  603311	  金海环境	  2015-05-18	  21000.00	  9300.63	  
603313	  梦百合	  603313	  梦百合	  2016-10-13	  24000.00	  8234.70	  
603315	  福鞍股份	  603315	  福鞍股份	  2015-04-24	  20000.00	  7786.25	  
603316	  诚邦股份	  603316	  诚邦股份	  2017-06-19	  20328.00	  5082.00	  
603318	  派思股份	  603318	  派思股份	  2015-04-24	  36525.00	  10620.00	  
603319	  湘油泵	  603319	  湘油泵	  2016-11-30	  8092.00	  2023.00	  
603320	  迪贝电气	  603320	  迪贝电气	  2017-05-02	  10000.00	  2500.00	  
603321	  梅轮电梯	  603321	  梅轮电梯	  2017-09-15	  30700.00	  7700.00	  
603322	  超讯通信	  603322	  超讯通信	  2016-07-28	  8000.00	  3239.92	  
603323	  吴江银行	  603323	  吴江银行	  2016-11-29	  144808.43	  14495.00	  
603326	  我乐家居	  603326	  我乐家居	  2017-06-16	  16123.45	  4000.00	  
603328	  依顿电子	  603328	  依顿电子	  2014-07-01	  99771.61	  98652.23	  
603330	  上海天洋	  603330	  上海天洋	  2017-02-13	  6000.00	  1500.00	  
603331	  百达精工	  603331	  百达精工	  2017-07-05	  12725.33	  3181.33	  
603333	  明星电缆	  603333	  明星电缆	  2012-05-07	  52000.50	  52000.50	  
